CVE-2019-10475,Jenkins build-metrics 1.3 is vulnerable to a reflected cross-site scripting vulnerability that allows attackers to inject arbitrary HTML and JavaScript into the web pages the plugin provides.,"word
word
status",,,,,"<svg/onload=alert(1337)>
text/html
200",,medium,"https://jenkins.io/security/advisory/2019-10-23/#SECURITY-1490
     http://www.openwall.com/lists/oss-security/2019/10/23/2
     http://packetstormsecurity.com/files/155200/Jenkins-Build-Metrics-1.3-Cross-Site-Scripting.html
     https://nvd.nist.gov/vuln/detail/CVE-2019-10475",CWE-79,CVE-2019-10475,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:jenkins:build-metrics:*:*:*:*:*:jenkins:*:*,,"cve,cve2019,jenkins,xss,plugin,packetstorm"
CVE-2019-10692,"|
    WordPress Google Maps plugin before 7.11.18 contains a SQL injection vulnerability. The plugin includes /class.rest-api.php in the REST API and does not sanitize field names before a SELECT statement. An attacker can possibly obtain sensitive information from a database, modify data, and execute unauthorized administrative operations in the context of the affected site.","word
word
status",,,,,"user_login'
           'user_pass'
           'user_nicename'
application/json
200",,critical,"https://wpscan.com/vulnerability/475404ce-2a1a-4d15-bf02-df0ea2afdaea
     https://wordpress.org/plugins/wp-google-maps/#developers
     https://plugins.trac.wordpress.org/changeset?old_path=%2Fwp-google-maps&old=2061433&new_path=%2Fwp-google-maps&new=2061434&sfp_email=&sfph_mail=#file755
     https://nvd.nist.gov/vuln/detail/CVE-2019-10692",CWE-89,CVE-2019-10692,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:codecabin:wp_go_maps:*:*:*:*:*:wordpress:*:*,,"cve,cve2019,wp,wp-plugin,unauth,sqli,wordpress,googlemaps,wpscan"
CVE-2019-10717," |
    BlogEngine.NET 3.3.7.0 allows /api/filemanager local file inclusion via the path parameter","word
regex
status",,,,,"application/json
'~/App_Data/files/../../([a-zA-Z0-9\.\-]+)/([a-z0-9]+)'
200",,high,"https://www.securitymetrics.com/blog/Blogenginenet-Directory-Traversal-Listing-Login-Page-Unvalidated-Redirect
     https://github.com/rxtur/BlogEngine.NET/commits/master
     https://nvd.nist.gov/vuln/detail/CVE-2019-10717
     http://seclists.org/fulldisclosure/2019/Jun/44",CWE-22,CVE-2019-10717,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,7.1,cpe:2.3:a:dotnetblogengine:blogengine.net:3.3.7.0:*:*:*:*:*:*:*,,"seclists,cve,cve2019,blogengine,lfi,traversal"
CVE-2019-10758,mongo-express before 0.54.0 is vulnerable to remote code execution via endpoints that uses the `toBSON` method and misuse the `vm` dependency to perform `exec` commands in a non-safe environment.,word,,,,,http,,critical,"https://github.com/vulhub/vulhub/tree/master/mongo-express/CVE-2019-10758
     https://nvd.nist.gov/vuln/detail/CVE-2019-10758
     https://snyk.io/vuln/SNYK-JS-MONGOEXPRESS-473215",,CVE-2019-10758,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,9.9,cpe:2.3:a:mongo-express_project:mongo-express:*:*:*:*:*:node.js:*:*,,"vulhub,cve,cve2019,mongo,mongo-express,kev"
CVE-2019-11013,Nimble Streamer 3.0.2-2 through 3.5.4-9 is vulnerable to local file inclusion. An attacker can traverse the file system to access files or directories that are outside of the restricted directory on the remote server.,"regex
status",,,,,"root:[x*]:0:0
200",,medium,"https://www.exploit-db.com/exploits/47301
     https://mayaseven.com/nimble-directory-traversal-in-nimble-streamer-version-3-0-2-2-to-3-5-4-9/
     http://packetstormsecurity.com/files/154196/Nimble-Streamer-3.x-Directory-Traversal.html
     https://nvd.nist.gov/vuln/detail/CVE-2019-11013",CWE-22,CVE-2019-11013,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,cpe:2.3:a:softvelum:nimble_streamer:*:*:*:*:*:*:*:*,,"cve2019,lfi,nimble,edb,packetstorm,cve"
CVE-2019-11248,"|
    The debugging endpoint /debug/pprof is exposed over the unauthenticated Kubelet healthz port. This debugging endpoint can potentially leak sensitive information such as internal Kubelet memory addresses and configuration, or for limited denial of service. Versions prior to 1.15.0, 1.14.4, 1.13.8, and 1.12.10 are affected. The issue is of medium severity, but not exposed by the default configuration.",word,,,,,"Types of profiles available:
           Profile Descriptions
          goroutine profile: total",,high,"https://medium.com/bugbountywriteup/my-first-bug-bounty-21d3203ffdb0
     http://mmcloughlin.com/posts/your-pprof-is-showing
     https://github.com/kubernetes/kubernetes/issues/81023
     https://groups.google.com/d/msg/kubernetes-security-announce/pKELclHIov8/BEDtRELACQAJ
     https://nvd.nist.gov/vuln/detail/CVE-2019-11248","CWE-862,CWE-419",CVE-2019-11248,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:L,8.2,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,,"cve,cve2019,debug,kubernetes,kubelet,devops,unauth,disclosure"
CVE-2019-11370,"|
    Carel pCOWeb prior to B1.2.4 is vulnerable to stored cross-site scripting, as demonstrated by the config/pw_snmp.html System contact field.",dsl,,,,,"contains(body_2, text/html)'
           status_code_2 == 200
           contains(body_2, 'value=\\><script>alert(document.domain)</script>\></td>')",,medium,"https://www.exploit-db.com/exploits/46897
     https://github.com/nepenthe0320/cve_poc/blob/master/CVE-2019-11370
     https://nvd.nist.gov/vuln/detail/CVE-2019-11370",CWE-79,CVE-2019-11370,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,cpe:2.3:o:carel:pcoweb_card_firmware:*:*:*:*:*:*:*:*,,"pcoweb,xss,carel,edb,cve,cve2019"
CVE-2019-11510,"Pulse Secure Pulse Connect Secure (PCS) 8.2 before 8.2R12.1, 8.3 before 8.3R7.1, and 9.0 before 9.0R3.4 all contain an arbitrary file reading vulnerability that could allow unauthenticated remote attackers to send a specially crafted URI to gain improper access.","regex
status",,,,,"root:.*:0:0:
200",,critical,"https://blog.orange.tw/2019/09/attacking-ssl-vpn-part-3-golden-pulse-secure-rce-chain.html
     https://kb.pulsesecure.net/articles/Pulse_Security_Advisories/SA44101/
     https://nvd.nist.gov/vuln/detail/CVE-2019-11510
     http://packetstormsecurity.com/files/154176/Pulse-Secure-SSL-VPN-8.1R15.1-8.2-8.3-9.0-Arbitrary-File-Disclosure.html
     http://packetstormsecurity.com/files/154231/Pulse-Secure-SSL-VPN-File-Disclosure-NSE.html",CWE-22,CVE-2019-11510,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,10.0,cpe:2.3:a:pulsesecure:pulse_connect_secure:8.2:r1.0:*:*:*:*:*:*,,"packetstorm,cve,cve2019,pulsesecure,lfi,kev"
CVE-2019-11580,"Atlassian Crowd and Crowd Data Center is susceptible to a remote code execution vulnerability because the pdkinstall development plugin is incorrectly enabled in release builds.    Attackers who can send unauthenticated or authenticated requests to a Crowd or Crowd Data Center instance can exploit this vulnerability to install arbitrary plugins, which permits remote code execution on systems running a vulnerable version of Crowd or Crowd Data Center. All versions of Crowd from version 2.1.0 before 3.0.5 (the fixed version for 3.0.x), from version 3.1.0 before 3.1.6 (the fixed version for 3.1.x),from version 3.2.0 before 3.2.8 (the fixed version for 3.2.x), from version 3.3.0 before 3.3.5 (the fixed version for 3.3.x), and from version 3.4.0 before 3.4.4 (the fixed version for 3.4.x) are affected by this vulnerability.",word,,,,,CVE-2019-11580,,critical,"https://github.com/jas502n/CVE-2019-11580
     https://jira.atlassian.com/browse/CWD-5388
     https://nvd.nist.gov/vuln/detail/CVE-2019-11580
     http://packetstormsecurity.com/files/163810/Atlassian-Crowd-pdkinstall-Remote-Code-Execution.html",,CVE-2019-11580,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:atlassian:crowd:*:*:*:*:*:*:*:*,,"cve,cve2019,packetstorm,kev,atlassian,rce,intrusive,unauth"
CVE-2019-11581,"Jira Server and Data Center is susceptible to a server-side template injection vulnerability via the ContactAdministrators and SendBulkMail actions. An attacker is able to remotely execute code on systems that run a vulnerable version of Jira Server or Data Center. All versions of Jira Server and Data Center from 4.4.0 before 7.6.14, from 7.7.0 before 7.13.5, from 8.0.0 before 8.0.3, from 8.1.0 before 8.1.2, and from 8.2.0 before 8.2.3 are affected by this vulnerability.","word
word
regex",,,,,"Contact Site Administrators
has not yet configured this contact form
\\(v4\\.4\\.
           \\(v5\\.
           \\(v6\\.
          \\(v7\\.[012345789]\\.
           \\(v7\\.1[0-2]\\.
           \\(v7\\.6\\.([0-9]|[1][0-3])
           \\(v7\\.\\13\\.[0-4]
           \\(v8\\.0\\.[0-2]
           \\(v8\\.1\\.[0-1]
           \\(v8\\.2\\.[0-2]",,critical,"https://github.com/jas502n/CVE-2019-11581
     https://jira.atlassian.com/browse/JRASERVER-69532
     https://nvd.nist.gov/vuln/detail/CVE-2019-11581",CWE-74,CVE-2019-11581,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:atlassian:jira:*:*:*:*:*:*:*:*,,"cve,cve2019,atlassian,jira,ssti,rce,kev"
CVE-2019-11869,"|
    WordPress Yuzo Related Posts plugin before 5.12.94 is vulnerable to cross-site scripting
    because it mistakenly expects that is_admin() verifies that the
    request comes from an admin user (it actually only verifies that the
    request is for an admin page). An unauthenticated attacker can consequently inject
    a payload into the plugin settings, such as the
    yuzo_related_post_css_and_style setting.","dsl
dsll",,,,,"contains(body_2, <script>alert(0);</script>)'
contains(tolower(header_2), 'text/html')",,medium,"https://www.wordfence.com/blog/2019/04/yuzo-related-posts-zero-day-vulnerability-exploited-in-the-wild
     https://wpscan.com/vulnerability/9254
     https://www.wordfence.com/blog/2019/04/yuzo-related-posts-zero-day-vulnerability-exploited-in-the-wild/
     https://wpvulndb.com/vulnerabilities/9254
     https://nvd.nist.gov/vuln/detail/CVE-2019-11869",CWE-79,CVE-2019-11869,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:yuzopro:yuzo:5.12.94:*:*:*:*:wordpress:*:*,,"wpscan,cve,cve2019,wordpress,wp-plugin,xss"
CVE-2019-12276,"|
    GrandNode 4.40 is susceptible to local file inclusion in Controllers/LetsEncryptController.cs, which allows remote unauthenticated attackers to retrieve arbitrary files on the web server via specially crafted LetsEncrypt/Index?fileName= HTTP requests.","regex
status",,,,,"root:.*:0:0:
200",,high,"https://security401.com/grandnode-path-traversal/
     https://grandnode.com
     https://github.com/grandnode/grandnode
     https://nvd.nist.gov/vuln/detail/CVE-2019-12276
     http://packetstormsecurity.com/files/153373/GrandNode-4.40-Path-Traversal-File-Download.html",CWE-22,CVE-2019-12276,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,cpe:2.3:a:grandnode:grandnode:4.40:*:*:*:*:*:*:*,,"packetstorm,cve,cve2019,lfi,grandnode"
CVE-2019-12314,"Deltek Maconomy 2.2.5 is prone to local file inclusion via absolute path traversal in the WS.macx1.W_MCS/ PATH_INFO, as demonstrated by a cgi-bin/Maconomy/MaconomyWS.macx1.W_MCS/etc/passwd URI.","regex
status",,,,,"root:.*:0:0:
200",,critical,"http://packetstormsecurity.com/files/153079/Deltek-Maconomy-2.2.5-Local-File-Inclusion.html
     https://github.com/ras313/CVE-2019-12314/security/advisories/GHSA-8762-rf4g-23xm
     https://github.com/JameelNabbo/exploits/blob/master/Maconomy%20Erp%20local%20file%20include.txt",CWE-22,CVE-2019-12314,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:deltek:maconomy:2.2.5:*:*:*:*:*:*:*,,"cve,cve2019,lfi,packetstorm"
CVE-2019-12461,Web Port 1.19.1 is vulnerable to cross-site scripting via the /log type parameter.,"word
word
status",,,,,"</script><script>alert(document.domain);</script><script>'
text/html
200",,medium,"https://github.com/EmreOvunc/WebPort-v1.19.1-Reflected-XSS
     https://webport.se/nedladdningar/
     https://github.com/EmreOvunc/WebPort-v1.19.1-Reflected-XSS/
     https://emreovunc.com/blog/en/WebPort-Reflected-XSS-02.png
     https://nvd.nist.gov/vuln/detail/CVE-2019-12461",CWE-79,CVE-2019-12461,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:webport:web_port:1.19.1:*:*:*:*:*:*:*,,"cve,cve2019,xss"
CVE-2019-12581,"Zyxel ZyWall, USG, and UAG devices allow remote attackers to inject arbitrary web script or HTML via the err_msg parameter free_time_failed.cgi CGI program, aka reflective cross-site scripting.","word
word
status",,,,,"<script>alert(document.domain);</script>
           Please contact with administrator.
text/html
200",,medium,"https://www.zyxel.com/support/vulnerabilities-related-to-the-Free-Time-feature.shtml
     https://sec-consult.com/vulnerability-lab/advisory/reflected-cross-site-scripting-in-zxel-zywall/
     https://n-thumann.de/blog/zyxel-gateways-missing-access-control-in-account-generator-xss/
     https://nvd.nist.gov/vuln/detail/CVE-2019-12581
     https://www.zyxel.com/us/en/",CWE-79,CVE-2019-12581,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:o:zyxel:uag2100_firmware:*:*:*:*:*:*:*:*,,"cve,cve2019,zyxel,zywall,xss"
CVE-2019-12583,"Zyxel UAG, USG, and ZyWall devices allows a remote attacker to generate guest accounts by directly accessing the account generator via the Free Time component. This can lead to unauthorized network access or DoS attacks.","word
status",,,,,"free_time_redirect.cgi?u=
           &smsOnly=0
200",,critical,"https://www.zyxel.com/support/vulnerabilities-related-to-the-Free-Time-feature.shtml
     https://n-thumann.de/blog/zyxel-gateways-missing-access-control-in-account-generator-xss/
     https://nvd.nist.gov/vuln/detail/CVE-2019-12583",CWE-425,CVE-2019-12583,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,9.1,cpe:2.3:o:zyxel:uag2100_firmware:*:*:*:*:*:*:*:*,,"cve,cve2019,zyxel,zywall"
CVE-2019-12593,"|
    IceWarp Mail Server through 10.4.4 is prone to a local file inclusion vulnerability via webmail/calendar/minimizer/index.php?style=..%5c directory traversal.","word
status",,,,,"[intl]
           root:x:0
200",,high,"https://github.com/JameelNabbo/exploits/blob/master/IceWarp%20%3C%3D10.4.4%20local%20file%20include.txt
     http://www.icewarp.com
     https://nvd.nist.gov/vuln/detail/CVE-2019-12593
     http://packetstormsecurity.com/files/153161/IceWarp-10.4.4-Local-File-Inclusion.html",CWE-22,CVE-2019-12593,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,cpe:2.3:a:icewarp:mail_server:*:*:*:*:*:*:*:*,,"packetstorm,cve,cve2019,lfi,icewarp"
CVE-2019-12616,"phpMyAdmin before 4.9.0 is susceptible to cross-site request forgery. An attacker can utilize a broken <img> tag which points at the victim's phpMyAdmin database, thus leading to potential delivery of a payload, such as a specific INSERT or DELETE statement.","dsl
word
status","regex
regex",,,,"compare_versions(version, '< 4.9.0')
phpmyadmin.net
           phpMyAdmin
200
          - 401
'\?v=([0-9.]+)'
'\?v=([0-9.]+)'",,medium,"https://www.phpmyadmin.net/security/PMASA-2019-4/
     https://www.exploit-db.com/exploits/46982
     https://nvd.nist.gov/vuln/detail/CVE-2019-12616
     http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00005.html
     http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00017.html",CWE-352,CVE-2019-12616,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,6.5,cpe:2.3:a:phpmyadmin:phpmyadmin:*:*:*:*:*:*:*:*,,"csrf,edb,cve,cve2019,phpmyadmin"
CVE-2019-12725,"Zeroshell 3.9.0 is prone to a remote command execution vulnerability. Specifically, this issue occurs because the web application mishandles a few HTTP parameters. An unauthenticated attacker can exploit this issue by injecting OS commands inside the vulnerable parameters.","regex
status",,,,,"root:.*:0:0:
200",,critical,"https://www.zeroshell.org/new-release-and-critical-vulnerability/
     https://www.tarlogic.com/advisories/zeroshell-rce-root.txt
     https://github.com/X-C3LL/PoC-CVEs/blob/master/CVE-2019-12725/ZeroShell-RCE-EoP.py
     https://zeroshell.org/blog/
     http://packetstormsecurity.com/files/160211/ZeroShell-3.9.0-Remote-Command-Execution.html",CWE-78,CVE-2019-12725,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:o:zeroshell:zeroshell:3.9.0:*:*:*:*:*:*:*,,"packetstorm,cve,cve2019,rce,zeroshell"
CVE-2019-12962,"|
    LiveZilla Server 8.0.1.0 is vulnerable to reflected cross-site scripting.","word
word
status",,,,,"var detectedLanguage = ';alert(document.domain)//';
text/html
200",,medium,"https://www.exploit-db.com/exploits/49669
     https://forums.livezilla.net/index.php?/topic/10984-fg-vd-19-083085087-livezilla-server-are-vulnerable-to-cross-site-scripting-in-admin-panel/
     http://packetstormsecurity.com/files/161867/LiveZilla-Server-8.0.1.0-Cross-Site-Scripting.html
     https://nvd.nist.gov/vuln/detail/CVE-2019-12962",CWE-79,CVE-2019-12962,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:livezilla:livezilla:*:*:*:*:*:*:*:*,,"xss,edb,packetstorm,cve,cve2019,livezilla"
CVE-2019-12985,"|
    Citrix SD-WAN Center is susceptible to remote command injection via the ping function in DiagnosticsController, which does not sufficiently validate or sanitize HTTP request parameter values used to construct a shell command. An attacker can trigger this vulnerability by routing traffic through the Collector controller and supplying a crafted value for ipAddress, pingCount, or packetSize, thereby potentially being able to obtain sensitive information, modify data, and/or execute unauthorized operations.","dsl
word",,,,,"contains(body_1, <title>Citrix SD-WAN</title>)'
http",,critical,"https://www.tenable.com/security/research/tra-2019-31
     https://support.citrix.com/article/CTX251987
     https://nvd.nist.gov/vuln/detail/CVE-2019-12985",CWE-78,CVE-2019-12985,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:citrix:netscaler_sd-wan:*:*:*:*:*:*:*:*,,"cve,cve2019,citrix,rce,unauth,oast,tenable"
CVE-2019-12986,"|
    Citrix SD-WAN Center is susceptible to remote command injection via the trace_route function in DiagnosticsController, which does not sufficiently validate or sanitize HTTP request parameter values used to construct a shell command. An attacker can trigger this vulnerability by routing traffic through the Collector controller and supplying a crafted value for ipAddress, thereby potentially being able to obtain sensitive information, modify data, and/or execute unauthorized operations.","dsl
word",,,,,"contains(body_1, <title>Citrix SD-WAN</title>)'
http",,critical,"https://www.tenable.com/security/research/tra-2019-31
     https://support.citrix.com/article/CTX251987
     https://nvd.nist.gov/vuln/detail/CVE-2019-12986",CWE-78,CVE-2019-12986,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:citrix:netscaler_sd-wan:*:*:*:*:*:*:*:*,,"unauth,oast,tenable,cve,cve2019,citrix,rce"
CVE-2019-12987,"|
    Citrix SD-WAN Center is susceptible to remote command injection via the apply action in StorageMgmtController. The callStoragePerl function does not sufficiently validate or sanitize HTTP request parameter values that are used to construct a shell command. An attacker can trigger this vulnerability by routing traffic through the Collector controller and supplying an array value with crafted values for action, host, path, or type, thereby potentially being able to obtain sensitive information, modify data, and/or execute unauthorized operations.","dsl
word",,,,,"contains(body_1, <title>Citrix SD-WAN</title>)'
http",,critical,"https://www.tenable.com/security/research/tra-2019-31
     https://support.citrix.com/article/CTX251987
     https://nvd.nist.gov/vuln/detail/CVE-2019-12987",CWE-78,CVE-2019-12987,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:citrix:netscaler_sd-wan:*:*:*:*:*:*:*:*,,"citrix,rce,unauth,oast,tenable,cve,cve2019"
